stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
COMMLEA2,465,Commissioners at Leathorne WB - #465,,42.95983,-81.212451,,,,,,0
COMMLYN4,468,Opposite St George's Parish - #468,,42.958091,-81.326569,,,,,,0
COMMNASH,470,Commissioners at Nashua EB - #470,,42.95727,-81.324072,,,,,,0
COMMNOR1,471,Commissioners at North EB - #471,,42.956376,-81.321049,,,,,,0
COMMNOR2,472,Commissioners at North WB - #472,,42.956876,-81.322416,,,,,,0
COMMNOT1,473,Commissioners west of Nottinghill EB - #473,,42.952527,-81.299502,,,,,,0
COMMNOT3,474,Commissioners east of Nottinghill EB - #474,,42.95305,-81.296777,,,,,,0
COMMPOM1,475,Commissioners west of Pondmills EB - #475,,42.961323,-81.201406,,,,,,0
COMMPOM3,477,Commissioners east of Pondmills EB - #477,,42.961925,-81.197476,,,,,,0
COMMPOM4,478,Commissioners west of Pondmills WB - #478,,42.9615,-81.20151,,,,,,0
COMMSPR1,479,Commissioners at Springbank Park EB - #479,,42.958444,-81.328319,,,,,,0
COMMSPR2,480,Commissioners & Springbank Dr WB - #480,,42.955838,-81.318653,,,,,,0
COMMSPR4,481,Commissioners at Springbank Park WB - #481,,42.958611,-81.328577,,,,,,0
COMMSTEP,482,Commissioners at Stephen WB - #482,,42.962034,-81.339632,,,,,,0
COMMVISC,483,Commissioners at Viscount EB - #483,,42.956481,-81.268808,,,,,,0
CRANCOMM,487,Cranbrook at Commissioners NB - #487,,42.951921,-81.302897,,,,,,0
CRANHIMO,488,Cranbrook at Hillsmount NB - #488,,42.947556,-81.303783,,,,,,0
CRANSALE,489,Cranbrook at Salem NB - #489,,42.950876,-81.302641,,,,,,0
CRUMPAGE,490,Crumlin at Page NB - #490,,43.018673,-81.150931,,,,,,0
CULVCLA1,492,Culver at Clarke EB - #492,,43.013964,-81.180833,,,,,,0
CULVCLA2,493,1826 Culver WB - #493,,43.012837,-81.183469,,,,,,0
CULVCLA4,494,Culver at Clarke WB - #494,,43.013992,-81.180842,,,,,,0
CULVCUL1,495,Culver at Culver Cres EB - #495,,43.00989,-81.184268,,,,,,0
CULVCUL3,496,Culver east of Culver Place EB - #496,,43.010716,-81.182482,,,,,,0
CULVCUL4,497,Culver at Culver Cres. WB - #497,,43.010385,-81.182804,,,,,,0
CULVCUL5,498,Culver north of Culver Place EB - #498,,43.013036,-81.183242,,,,,,0
CULVTHR1,499,Culver at Third EB - #499,,43.008725,-81.187154,,,,,,0
CULVTHR2,500,Culver at Third WB - #500,,43.008742,-81.187181,,,,,,0
DEARBRAD,505,Dearness at Bradley NB - #505,,42.935217,-81.220893,,,,,,0
DEARDUL1,506,Dearness at Dunelm Lane NB - #506,,42.937012,-81.221301,,,,,,0
DEARDUL2,507,Dearness at Dunelm Lane SB - #507,,42.936711,-81.221339,,,,,,0
DEARWILL,508,Dearness at Willow Lane SB - #508,,42.938281,-81.22172,,,,,,0
DELAHAL2,509,Delaware Hall SB - #509,,43.008569,-81.269757,,,,,,0
DELAHALL,510,Delaware Hall NB - #510,,43.008818,-81.26958,,,,,,0
DEVECOM1,513,Deveron at Commissioners NB - #513,,42.961243,-81.194917,,,,,,0
DOONANGU,519,Doon at Angus EB - #519,,43.022231,-81.263841,,,,,,0
DOONCAIT,520,Doon at Caithness Ct EB - #520,,43.02174,-81.265561,,,,,,0
DOONMUS1,521,Doon at Muskoka Cres NB - #521,,43.022039,-81.259615,,,,,,0
DOONMUS2,522,Doon at Muskoka Cres SB - #522,,43.022768,-81.260646,,,,,,0
DOONRAV2,523,Doon at Ravine Ridge Way WB - #523,,43.020554,-81.267587,,,,,,0
DOONRAV4,524,Doon at Ravine Ridge Cres WB - #524,,43.021353,-81.266953,,,,,,0
DOONSUNY,525,Doon at Sunnyside WB - #525,,43.022169,-81.264278,,,,,,0
DOONWIN1,526,Doon at Windemere NB - #526,,43.01838,-81.266234,,,,,,0
DOONWIN2,527,Doon at Windemere SB - #527,,43.018348,-81.266341,,,,,,0
DOWASH1,528,Dow at Ashbury EB - #528,,42.939373,-81.204839,,,,,,0
DOWASH2,529,Dow at Ashbury WB - #529,,42.93947,-81.205079,,,,,,0
DUFFCOLB,531,Dufferin at Colborne EB - #531,,42.988828,-81.241878,,,,,,0
DUFFPICT,532,Dufferin at Picton EB - #532,,42.987954,-81.244986,,,,,,0
DUFFWEL2,535,Dufferin east of Wellington WB - #535,,42.987807,-81.245999,,,,,,0
DUNDADE1,537,Dundas at Adelaide EB - #537,,42.988586,-81.232139,,,,,,0
DUNDADE2,538,Dundas at Adelaide WB - #538,,42.988694,-81.232111,,,,,,0
DUNDARVI,539,Dundas at Arvilla WB - #539,,43.006433,-81.1702,,,,,,0
DUNDASH1,540,Dundas at Ashland EB - #540,,42.995436,-81.208452,,,,,,0
DUNDASH4,542,Dundas east of Ashland WB - #542,,42.995535,-81.208574,,,,,,0
DUNDBEA1,543,Dundas at Beatrice EB - #543,,43.003464,-81.180178,,,,,,0
DUNDBEA2,544,Dundas at Beatrice WB - #544,,43.003435,-81.180831,,,,,,0
DUNDBUR2,546,Dundas at Second WB - #546,,43.000759,-81.190277,,,,,,0
DUNDCARL,547,Dundas at Carlyle EB - #547,,43.008743,-81.161078,,,,,,0
DUNDCLK1,550,Dundas at Clarke EB - #550,,43.00455,-81.176374,,,,,,0
DUNDCLK4,551,Dundas at Clarke WB - #551,,43.004671,-81.176482,,,,,,0
DUNDCOL1,552,Dundas at Colborne EB - #552,,42.986356,-81.239964,,,,,,0
DUNDCOL2,553,Dundas at Colborne WB - #553,,42.986632,-81.239501,,,,,,0
DUNDDORI,554,Dundas at Dorinda WB - #554,,42.993689,-81.214982,,,,,,0
DUNDEAS2,556,Dundas at Eastwood WB - #556,,43.005664,-81.172855,,,,,,0
DUNDEAS3,557,Dundas east of Eastwood EB - #557,,43.005338,-81.173386,,,,,,0
DUNDEGE1,560,Dundas at Egerton EB - #560,,42.992935,-81.217246,,,,,,0
DUNDEGE2,561,Dundas at Egerton WB - #561,,42.993006,-81.217444,,,,,,0
DUNDELE1,562,Dundas at Eleanor EB - #562,,42.994507,-81.211776,,,,,,0
DUNDELIZ,564,Dundas at Elizabeth WB - #564,,42.989457,-81.229542,,,,,,0
DUNDENGL,565,Dundas at English WB - #565,,42.990231,-81.226943,,,,,,0
DUNDFIR1,566,Dundas at First EB - #566,,42.999356,-81.194651,,,,,,0
DUNDFIR2,567,Dundas east of First WB - #567,,42.999659,-81.194212,,,,,,0
DUNDFOR1,569,Dundas at Forest Lawn EB - #569,,43.007235,-81.166554,,,,,,0
DUNDFOR2,570,Dundas at Forest Lawn WB - #570,,43.007187,-81.167455,,,,,,0
DUNDHAL2,572,Dundas east of Hale WB - #572,,42.998415,-81.19858,,,,,,0
DUNDHAL3,573,Dundas west of Hale EB - #573,,42.998058,-81.199337,,,,,,0
DUNDHAL4,574,Dundas west of Hale WB - #574,,42.997855,-81.200533,,,,,,0
DUNDHARC,575,Dundalk at Harcroft Cres SB - #575,,42.946155,-81.243894,,,,,,0
DUNDHEWI,576,Dundas at Hewitt EB - #576,,42.990129,-81.226942,,,,,,0
DUNDHIG1,577,Dundas at Highbury  EB - #577,,42.996596,-81.204339,,,,,,0
DUNDHIG2,578,Dundas at Highbury WB - #578,,42.996795,-81.20435,,,,,,0
DUNDHIN1,579,Dundalk at Hines NB - #579,,42.945118,-81.244214,,,,,,0
DUNDHIN2,580,Dundalk at Hines SB - #580,,42.944798,-81.244219,,,,,,0
DUNDINDU,581,Dundas at Industrial WB - #581,,43.009168,-81.160049,,,,,,0
DUNDKELL,583,Dundas at Kellogg Lane EB - #583,,42.993594,-81.214891,,,,,,0
DUNDLYLE,584,Dundas at Lyle EB - #584,,42.989387,-81.229835,,,,,,0
DUNDMAI1,585,Dundas at Maitland EB - #585,,42.987275,-81.237054,,,,,,0
DUNDMAI2,586,Dundas at Maitland WB - #586,,42.987404,-81.236751,,,,,,0
DUNDMANI,587,Dundas at Manitoba EB - #587,,43.001873,-81.185862,,,,,,0
DUNDONT1,592,Dundas at Ontario EB - #592,,42.991523,-81.222292,,,,,,0
DUNDONT2,593,Dundas at Ontario WB - #593,,42.991671,-81.22204,,,,,,0
DUNDQUE1,594,Dundas at Quebec EB - #594,,42.992387,-81.219149,,,,,,0
DUNDQUE2,595,Dundas at Quebec WB - #595,,42.9924,-81.219503,,,,,,0
DUNDREC1,596,Dundas at Rectory EB - #596,,42.990839,-81.224434,,,,,,0
DUNDREC2,597,Dundas at Rectory WB - #597,,42.990957,-81.22441,,,,,,0
DUNDRIDO,600,Dundas at Ridout EB - #600,,42.982377,-81.254162,,,,,,0
DUNDSASK,602,Dundas at Saskatoon EB - #602,,43.000664,-81.190041,,,,,,0
DUNDSDAL,604,Dundalk at Southdale SB - #604,,42.942477,-81.243882,,,,,,0
DUNDSPE1,605,Dundas at Speight EB - #605,,43.007731,-81.164719,,,,,,0
DUNDSPE2,606,Dundas east of Speight WB - #606,,43.008122,-81.163976,,,,,,0
DUNDSPE4,607,Dundas west of Speight WB - #607,,43.007614,-81.165815,,,,,,0
DUNDSTOC,608,Dundalk at Stockton NB - #608,,42.942628,-81.243814,,,,,,0
DUNDTHR,612,Dundas at Third WB - #612,,43.001981,-81.186037,,,,,,0
DUNDWAT1,614,Dundas east of Waterloo EB - #614,,42.985819,-81.241849,,,,,,0
DUNDWAT2,615,Dundas at Waterloo WB - #615,,42.985855,-81.242283,,,,,,0
DUNDWAV1,617,Dundas east of Wavell EB - #617,,43.006422,-81.169406,,,,,,0
DUNDWAV3,618,Dundas west of Wavell EB - #618,,43.005869,-81.171576,,,,,,0
DUNDWEL2,620,Dundas at Wellington WB - #620,,42.985046,-81.245045,,,,,,0
DUNDWEL5,622,Dundas east of Wellington EB - #622,,42.985037,-81.244492,,,,,,0
DUNDWIL1,623,Dundas at William EB - #623,,42.988001,-81.234357,,,,,,0
DUNDWIL2,624,Dundas at William WB - #624,,42.988167,-81.234044,,,,,,0
EDENEAS1,626,Eden at Easy EB - #626,,42.946669,-81.234692,,,,,,0
EDENEAS2,627,Eden at Easy WB - #627,,42.946758,-81.234301,,,,,,0
EDENNIX,628,Eden at Nixon WB - #628,,42.946509,-81.23719,,,,,,0
EDENVERU,629,Eden at Verulam EB - #629,,42.946947,-81.231417,,,,,,0
EDWABASE,630,Edward at Baseline SB - #630,,42.959872,-81.256607,,,,,,0
EDWAELMW,634,Edward at Elmwood SB - #634,,42.970163,-81.257901,,,,,,0
EDWAHIWY,637,Edward at Highway SB - #637,,42.962174,-81.256749,,,,,,0
EDWALANG,639,Edward at Langarth SB - #639,,42.965432,-81.257158,,,,,,0
EDWATECU,640,Edward at Tecumseh SB - #640,,42.96804,-81.257575,,,,,,0
ELMWCATH,641,Elmwood at Cathcart WB - #641,,42.970779,-81.254355,,,,,,0
ELMWMARL,642,Elmwood at Marley Place WB - #642,,42.971201,-81.250563,,,,,,0
ELMWWORT,643,Elmwood at Wortley WB - #643,,42.970934,-81.252723,,,,,,0
EMERHIW1,644,Emery at Highwood EB - #644,,42.963584,-81.270317,,,,,,0
EMERHIW2,645,Emery at Highwood WB - #645,,42.963681,-81.270068,,,,,,0
EMERPADD,646,Emery at Paddington EB - #646,,42.963561,-81.263574,,,,,,0
EMERPHY1,647,Emery at Phyllis EB - #647,,42.963473,-81.273514,,,,,,0
EMERPHY2,648,Emery at Phyllis WB - #648,,42.963571,-81.272846,,,,,,0
EMERWIN1,649,Emery west of Winston EB - #649,,42.963719,-81.266921,,,,,,0
EMERWIN2,650,Emery at Winston WB - #650,,42.963768,-81.26765,,,,,,0
ENTEHUBR,651,Enterprise at Hubrey EB - #651,,42.933034,-81.184689,,,,,,0
ENTEMID1,652,Enterprise at Midpark EB - #652,,42.932497,-81.186907,,,,,,0
ENTEPOM1,653,Enterprise at Pond Mills EB - #653,,42.931561,-81.189731,,,,,,0
ERNEBRA1,654,Ernest at Bradley NB - #654,,42.934816,-81.236399,,,,,,0
ERNEBRA2,655,Ernest at Bradley SB - #655,,42.934612,-81.236504,,,,,,0
ERNECON1,656,Ernest at Conway NB - #656,,42.932709,-81.23643,,,,,,0
ERNECON2,657,Ernest at Conway SB - #657,,42.933053,-81.236551,,,,,,0
ERNEELVI,658,Ernest at Elvira SB - #658,,42.939341,-81.238539,,,,,,0
ERNEFEN1,659,Ernest at Fennel NB - #659,,42.929488,-81.23594,,,,,,0
ERNEFEN2,660,Ernest at Fennel SB - #660,,42.930285,-81.235775,,,,,,0
ERNEJAL1,662,Ernest at Jalna NB - #662,,42.941107,-81.236799,,,,,,0
ERNEJAL2,663,Ernest at Jalna SB - #663,,42.9407,-81.237401,,,,,,0
ERNEMUR1,665,Opposite Sir Aurther Carty PS - #665,,42.938013,-81.238457,,,,,,0
ERNEMUR3,666,Ernest at Muriel NB - #666,,42.936425,-81.237508,,,,,,0
ERNEPAUL,667,Ernest at Pauline SB - #667,,42.937018,-81.238241,,,,,,0
ERNESCO1,668,Ernest at Scotchmere SB - #668,,42.926915,-81.235957,,,,,,0
ERNESCO2,669,Ernest at Scotchmere NB - #669,,42.926654,-81.2358,,,,,,0
EXETMEG,670,Exeter at Meg EB - #670,,42.92479,-81.228489,,,,,,0
EXETSHOL,671,Exeter at Sholto WB - #671,,42.924966,-81.228259,,,,,,0
EXETWEL1,672,Exeter at Wellington EB - #672,,42.926036,-81.215134,,,,,,0
FANSADE1,682,Fanshawe at Adelaide EB - #682,,43.035026,-81.254038,,,,,,0
FANSADE4,684,Fanshawe west of Adelaide WB - #684,,43.034771,-81.255542,,,,,,0
FANSFRE1,688,Fanshawe east of Freemont EB - #688,,43.036537,-81.24922,,,,,,0
FANSGLE1,692,Fanshawe at Glengarry EB - #692,,43.037458,-81.246181,,,,,,0
FANSGLEN,694,Fanshawe & Glenora Dr. WB - #694,,43.039714,-81.238775,,,,,,0
FANSHAS1,695,Fanshawe at Hastings East EB - #695,,43.031099,-81.267184,,,,,,0
FANSHAS2,696,Fanshawe at Hastings WB - #696,,43.030992,-81.268125,,,,,,0
FANSHAS3,697,Fanshawe at Hastings West EB - #697,,43.030109,-81.2705,,,,,,0
FANSJEN2,699,Fanshawe at Jennifer 1 WB - #699,,43.030043,-81.271423,,,,,,0
FANSJEN4,700,Fanshawe at Jennifer 2 WB - #700,,43.029285,-81.273907,,,,,,0
FANSLOU1,701,Fanshawe at Louise EB - #701,,43.024436,-81.289879,,,,,,0
FANSLOU2,702,Fanshawe at Louise WB - #702,,43.024713,-81.289437,,,,,,0
FANSMCLE,703,Fanshawe at McLean WB - #703,,43.041634,-81.232485,,,,,,0
FANSNCR1,704,Fanshawe west of North Centre EB - #704,,43.028057,-81.277532,,,,,,0
FANSNCR2,705,Fanshawe west of North Centre WB - #705,,43.028239,-81.277573,,,,,,0
FANSNCR3,706,Fanshawe east of North Centre EB - #706,,43.028932,-81.274472,,,,,,0
FANSNCR4,707,Fanshawe east of North Centre WB - #707,,43.026276,-81.284527,,,,,,0
FANSPHIL,708,Fanshawe at Phillbrook WB - #708,,43.032115,-81.264402,,,,,,0
FANSRIC3,710,Fanshawe west of Richmond  EB - #710,,43.026344,-81.283597,,,,,,0
FANSSTO1,711,Fanshawe at Stoneybrook East EB - #711,,43.033409,-81.25933,,,,,,0
FANSSTO2,712,Fanshawe at Stoneybrook East WB - #712,,43.033749,-81.258955,,,,,,0
FANSSTO3,713,Fanshawe at Stoneybrook West EB - #713,,43.032203,-81.263454,,,,,,0
FARRPROU,717,Farrah at Proudfoot EB - #717,,42.986899,-81.289859,,,,,,0
FERNCONT,721,Ferndale at Country Club Drive WB - #721,,42.946932,-81.25205,,,,,,0
FLORASH1,733,Florence at Ashland EB - #733,,42.992132,-81.20756,,,,,,0
FLORASH2,734,Florence at Ashland WB - #734,,42.992391,-81.207153,,,,,,0
FLOREGE1,736,Florence at Egerton EB - #736,,42.989745,-81.21583,,,,,,0
FLOREGE2,737,Florence at Egerton WB - #737,,42.989892,-81.21581,,,,,,0
FLORELE1,738,Florence at Eleanor EB - #738,,42.991399,-81.210202,,,,,,0
FLORELE2,739,Florence at Eleanor WB - #739,,42.991506,-81.210279,,,,,,0
FLORFAI1,740,Florence at Fairgrounds south Gate EB - #740,,42.988583,-81.218615,,,,,,0
FLORFAI2,741,Florence at Fairgrounds south Gate WB - #741,,42.988638,-81.218949,,,,,,0
FLORHIG2,743,Florence at Highbury WB - #743,,42.994128,-81.203191,,,,,,0
FLORKEL1,744,Florence at Kellogg Lane EB - #744,,42.990512,-81.213309,,,,,,0
FLORKEL2,745,Florence at Kellogg Lane WB - #745,,42.990585,-81.213424,,,,,,0
FULLREGA,750,Fuller at Regal WB - #750,,43.022343,-81.225107,,,,,,0
FULLVES2,752,Fuller at Vesta WB - #752,,43.023228,-81.222149,,,,,,0
GAINWON1,756,Sherwood Forest Mall EB - #756,,43.006225,-81.306097,,,,,,0
GAINWON2,757,Sherwood Forest Mall WB - #757,,43.006698,-81.304967,,,,,,0
GARDBER1,759,Gardenwood at Berkshire NB - #759,,42.962908,-81.284862,,,,,,0
GARDRID1,762,Gardenwood at Ridgewood EB - #762,,42.966547,-81.283639,,,,,,0
GARDRID2,763,Gardenwood east of Ridgewood WB - #763,,42.967144,-81.282587,,,,,,0
GARDSOU2,766,Gardenwood at Southcrest SB - #766,,42.964872,-81.285158,,,,,,0
GARDSOU3,767,57 Gardenwood NB - #767,,42.964982,-81.285133,,,,,,0
GLASMORN,768,Glasgow at Mornington NB - #768,,43.001114,-81.221698,,,,,,0
GOREBRAE,783,Gore at Braeside WB - #783,,42.978433,-81.172081,,,,,,0
GOREFIRE,785,Gore at Firestone WB - #785,,42.979208,-81.169434,,,,,,0
GRANHIG1,790,Grand at High EB - #790,,42.971973,-81.240767,,,,,,0
GRANHIG2,791,Grand at High WB - #791,,42.972112,-81.24004,,,,,,0
GRANHIG4,792,84 Grand WB - #792,,42.971894,-81.241983,,,,,,0
GRENADEL,800,Grenfell at Adelaide WB - #800,,43.038129,-81.256174,,,,,,0
GRENGREN,801,Grenfell at Grenfell Cr WB - #801,,43.03882,-81.251795,,,,,,0
GRENMIDA,803,Grenfell at Midale WB - #803,,43.040496,-81.248311,,,,,,0
GREYCOLB,804,Grey at Colborne WB - #804,,42.979241,-81.236529,,,,,,0
GREYWATE,805,Grey at Waterloo WB - #805,,42.978687,-81.238647,,,,,,0
GRIFBBA2,808,Griffith at Byron Baseline WB - #808,,42.951835,-81.340118,,,,,,0
GRIFBOLE,810,Griffith at Boler EB - #810,,42.944079,-81.329386,,,,,,0
GRIFCOMM,811,Griffith at Commissioners SB - #811,,42.962581,-81.342749,,,,,,0
GRIFDEA2,812,Boler Mountain SB - #812,,42.946162,-81.33628,,,,,,0
GRIFFAIR,814,Griffith at Fairlane SB - #814,,42.949289,-81.338973,,,,,,0
GRIFHEMO,816,Griffith at Helena Montague SB - #816,,42.959851,-81.34213,,,,,,0
GRIFNORM,817,Griffith at Norman SB - #817,,42.956299,-81.34119,,,,,,0
GRIFROBW,818,Griffith at Robinwood EB - #818,,42.942271,-81.333418,,,,,,0
GRIFWIDD,822,Griffith at Widdicomb SB - #822,,42.944539,-81.33588,,,,,,0
HALEBEAT,828,Hale at Beattie SB - #828,,42.994478,-81.197049,,,,,,0
HALEBRY1,829,Hale at Brydges NB - #829,,42.99049,-81.195112,,,,,,0
HALEBRY2,830,Hale at Brydges SB - #830,,42.990805,-81.195321,,,,,,0
HALEDOU1,831,Hale at Doulton NB - #831,,42.996102,-81.197705,,,,,,0
HALEDOU2,832,Hale at Doulton SB - #832,,42.995742,-81.197646,,,,,,0
HALEDUND,833,Hale at Dundas NB - #833,,42.997836,-81.19854,,,,,,0
HALEEAST,834,Hale at Eastman NB - #834,,42.994041,-81.196761,,,,,,0
HALEELLS,835,Hale at Ellsworth SB - #835,,42.979462,-81.19096,,,,,,0
HALEGRAY,836,Hale at Graydon NB - #836,,42.992419,-81.196006,,,,,,0
HALEMAGE,837,Hale at Magee SB - #837,,42.981498,-81.191082,,,,,,0
HALEMONT,838,Hale at Montague Place SB - #838,,42.992916,-81.196312,,,,,,0
HALESTE1,839,Hale at Stevenson NB - #839,,42.988161,-81.194023,,,,,,0
HALETRA2,842,Hale at Trafalgar SB - #842,,42.986756,-81.193479,,,,,,0
HALLCOMM,843,Halls Mills at Commissioners SB - #843,,42.960701,-81.334838,,,,,,0
HAMIADE1,845,Hamilton at Adelaide EB - #845,,42.981991,-81.228831,,,,,,0
HAMIADE2,846,Hamilton at Adelaide WB - #846,,42.982041,-81.228328,,,,,,0
HAMIBRA1,847,Hamilton east of Braesyde EB - #847,,42.974058,-81.171792,,,,,,0
HAMIBRA3,848,Hamilton west of Braesyde EB - #848,,42.974851,-81.174527,,,,,,0
HAMIEAST,850,Hamilton at East WB - #850,,42.97858,-81.200065,,,,,,0
HAMIEGE1,851,Hamilton at Egerton EB - #851,,42.980238,-81.21243,,,,,,0
HAMIEGE2,852,Hamilton at Egerton WB - #852,,42.980285,-81.211777,,,,,,0
HAMIELM,854,Hamilton at Elm WB - #854,,42.979565,-81.207202,,,,,,0
HAMIGIL1,855,Hamilton at Giles EB - #855,,42.977873,-81.195945,,,,,,0
HAMIGIL2,856,Hamilton at Giles WB - #856,,42.977934,-81.195434,,,,,,0
HAMIGORE,858,Hamilton at Gore EB - #858,,42.97548,-81.178124,,,,,,0
HAMIHALE,859,Hamilton at Hale WB - #859,,42.977431,-81.191874,,,,,,0
HAMIHIG1,860,Hamilton at Highbury EB - #860,,42.977498,-81.193215,,,,,,0
HAMIHIG2,861,Hamilton at Highbury WB - #861,,42.977777,-81.194291,,,,,,0
HAMILTGR,863,Hamilton at Little Grey WB - #863,,42.981338,-81.224253,,,,,,0
HAMIMAME,865,Hamilton at Mamelon EB - #865,,42.981302,-81.224568,,,,,,0
HAMIMEA1,866,Hamilton west of Meadowlilly EB - #866,,42.976754,-81.187744,,,,,,0
HAMIMEA3,867,Hamilton east of Meadowlilly EB - #867,,42.976569,-81.186135,,,,,,0
HAMINORL,868,Hamilton at Norlan EB - #868,,42.97729,-81.191664,,,,,,0
HAMIPILA,871,Hamilton at Pine Lawn EB - #871,,42.978413,-81.199891,,,,,,0
HAMIREC1,874,Hamilton at Rectory EB - #874,,42.98062,-81.22053,,,,,,0
HAMIREC2,875,Hamilton at Rectory WB - #875,,42.980659,-81.220012,,,,,,0
HAMIRIRU,878,Hamilton at River Run Terrace EB - #878,,42.973015,-81.168216,,,,,,0
HAMISAC1,879,Hamilton at Sackville EB - #879,,42.980326,-81.215376,,,,,,0
HAMISAC2,880,Hamilton at Sackville WB - #880,,42.980438,-81.215361,,,,,,0
HAMISJU1,883,Hamilton at St. Julien EB - #883,,42.97908,-81.204402,,,,,,0
HAMISJU2,884,Hamilton at St. Julien WB - #884,,42.979134,-81.204082,,,,,,0
HAMITENN,885,Hamilton at Tennyson EB - #885,,42.97947,-81.207224,,,,,,0
HAMIWATM,887,Hamilton at Watmar EB - #887,,42.976094,-81.182582,,,,,,0
HASTCHA1,889,Hastings at Chambers NB - #889,,43.037134,-81.270738,,,,,,0
HASTCHA2,890,Hastings at Chambers SB - #890,,43.037031,-81.270715,,,,,,0
HASTDONY,891,Hastings at Donnybrook NB - #891,,43.032086,-81.268232,,,,,,0
HASTVIR1,892,Hastings at Virginia NB - #892,,43.034071,-81.269268,,,,,,0
HIGBBEA1,893,Highbury at Beattie NB - #893,,42.993153,-81.202075,,,,,,0
HIGBBEA2,894,Highbury at Beattie SB - #894,,42.993444,-81.202342,,,,,,0
HIGBBRY1,895,London Transit Office - #895,,42.98814,-81.199636,,,,,,0
HIGBBRY2,896,Highbury at Brydges SB - #896,,42.987717,-81.199767,,,,,,0
HIGBCALV,897,Highbury at Calvin SB - #897,,42.979733,-81.195733,,,,,,0
HIGBCHE1,898,Highbury at Cheapside NB - #898,,43.014531,-81.212459,,,,,,0
HIGBCHE2,899,Highbury at Cheapside SB - #899,,43.013549,-81.212226,,,,,,0
HIGBDUN1,900,Highbury at Dundas NB - #900,,42.997192,-81.203795,,,,,,0
HIGBDUN2,901,Highbury at Dundas SB - #901,,42.996432,-81.203754,,,,,,0
HIGBEDVA,903,Highbury at Edgevalley SB - #903,,43.035601,-81.223379,,,,,,0
HIGBFUL1,905,Montcalm Seconday School - #905,,43.023826,-81.217326,,,,,,0
HIGBFUL2,906,Highbury at Fuller SB - #906,,43.02419,-81.217828,,,,,,0
HIGBGOD1,907,Highbury at Godfrey NB - #907,,43.016829,-81.213651,,,,,,0
HIGBGOD2,908,Highbury at Godfrey SB - #908,,43.016125,-81.213557,,,,,,0
HIGBHAM1,909,Highbury at Hamilton NB - #909,,42.978142,-81.19467,,,,,,0
HIGBHAM2,910,Highbury at Hamilton SB - #910,,42.978272,-81.195015,,,,,,0
HIGBHIC1,911,Highbury at Hillcrest NB - #911,,43.02208,-81.216527,,,,,,0
HIGBHIC2,912,Highbury at Hillcrest SB - #912,,43.0218,-81.21664,,,,,,0
HIGBHURO,913,Highbury at Huron NB - #913,,43.019576,-81.215148,,,,,,0
HIGBKIAR,914,Highbury at Killarney SB - #914,,43.039184,-81.225139,,,,,,0
HIGBKIL2,915,Highbury at Kilally SB - #915,,43.031662,-81.221536,,,,,,0
HIGBLAN1,916,Robarts School - #916,,43.012418,-81.211375,,,,,,0
HIGBLAN2,917,Highbury at Landor SB - #917,,43.012378,-81.211623,,,,,,0
HIGBLPH1,919,Regional Mental Health Centre NB - #919,,43.003245,-81.206768,,,,,,0
HIGBLPH2,920,Regional Mental Health Centre - #920,,43.002418,-81.206675,,,,,,0
HIGBMAGE,921,Highbury at Magee NB - #921,,42.979895,-81.195647,,,,,,0
HIGBOXF1,922,Highbury south of Oxford NB - #922,,43.007636,-81.20895,,,,,,0
HIGBOXF2,923,953 Highbury - #923,,43.005934,-81.208378,,,,,,0
HIGBOXF3,924,John Paul Seconday School - #924,,43.009316,-81.209776,,,,,,0
HIGBOXF4,925,Oxbury Mall - #925,,43.007703,-81.209314,,,,,,0
HIGBTRA1,926,Highbury at Trafalgar NB - #926,,42.983542,-81.197502,,,,,,0
HIGBTRA2,927,Highbury at Trafalgar SB - #927,,42.983478,-81.197678,,,,,,0
HIGBWIL1,928,Highbury at Wilton NB - #928,,42.990666,-81.200884,,,,,,0
HIGBWIL2,929,Highbury at Wilton SB - #929,,42.990734,-81.200996,,,,,,0
HIGHBASE,930,High at Baseline NB - #930,,42.961578,-81.236142,,,,,,0
HIGHCHE1,931,High at Chester NB - #931,,42.963971,-81.236823,,,,,,0
HIGHCHE2,932,High at Chester SB - #932,,42.963761,-81.236863,,,,,,0
HIGHEME1,933,High at Emery NB - #933,,42.965409,-81.237156,,,,,,0
HIGHEME2,934,High at Emery SB - #934,,42.965776,-81.237322,,,,,,0
HIGHGRA2,936,High at Grand SB - #936,,42.9716,-81.238813,,,,,,0
HIGHMCL1,937,High at McClary NB - #937,,42.971092,-81.238544,,,,,,0
HIGHWIN2,940,High at Windsor Cres SB - #940,,42.968769,-81.238034,,,,,,0
HIGHWIN3,941,High at Windsor Cres NB - #941,,42.968628,-81.237928,,,,,,0
HIGVFER1,943,Highview at Ferndale NB - #943,,42.9478,-81.255608,,,,,,0
HIGVFER2,944,Highview at Ferndale SB - #944,,42.94795,-81.255727,,,,,,0
HIGVROS1,945,Highview at Rossmore Crt NB - #945,,42.952747,-81.255522,,,,,,0
HIGVROS2,946,Highview at Rossmore Crt SB - #946,,42.952859,-81.255598,,,,,,0
HIGVROS3,947,Highview at Rossmore Place NB - #947,,42.950456,-81.255103,,,,,,0
HIGVROS4,948,Highview at Rossmore Place SB - #948,,42.950352,-81.255194,,,,,,0
